deviceId,PM2.5,lat,lon,time
9034300652,24.15874,,,2025-12-04 00:00:00
9034300652,24.18201,,,2025-12-04 00:01:00
9034300652,24.91316,,,2025-12-04 00:02:00
9034300652,24.12868,,,2025-12-04 00:03:00
9034300652,25.43521,,,2025-12-04 00:04:00
9034300652,24.88406,,,2025-12-04 00:05:00
9034300652,24.21111,,,2025-12-04 00:06:00
9034300652,23.47997,,,2025-12-04 00:07:00
9034300652,24.14032,,,2025-12-04 00:08:00
9034300652,24.07631,,,2025-12-04 00:09:00
9034300652,25.43521,,,2025-12-04 00:10:00
9034300652,24.07631,,,2025-12-04 00:11:00
9034300652,24.07631,,,2025-12-04 00:12:00
9034300652,24.07631,,,2025-12-04 00:13:00
9034300652,24.82491,,,2025-12-04 00:14:00
9034300652,24.82491,,,2025-12-04 00:15:00
9034300652,24.82491,,,2025-12-04 00:16:00
9034300652,25.36673,,,2025-12-04 00:17:00
9034300652,24.07631,,,2025-12-04 00:18:00
9034300652,24.07631,,,2025-12-04 00:19:00
9034300652,24.76576,,,2025-12-04 00:20:00
9034300652,25.36673,,,2025-12-04 00:21:00
9034300652,25.36673,,,2025-12-04 00:22:00
9034300652,25.29825,,,2025-12-04 00:23:00
9034300652,24.76576,,,2025-12-04 00:24:00
9034300652,25.36673,,,2025-12-04 00:25:00
9034300652,24.70661,,,2025-12-04 00:26:00
9034300652,24.70661,,,2025-12-04 00:27:00
9034300652,24.70661,,,2025-12-04 00:28:00
9034300652,24.70661,,,2025-12-04 00:29:00
9034300652,23.95802,,,2025-12-04 00:30:00
9034300652,23.20941,,,2025-12-04 00:31:00
9034300652,23.20941,,,2025-12-04 00:32:00
9034300652,24.64747,,,2025-12-04 00:33:00
9034300652,25.22976,,,2025-12-04 00:34:00
9034300652,23.89887,,,2025-12-04 00:35:00
9034300652,23.89887,,,2025-12-04 00:36:00
9034300652,23.89887,,,2025-12-04 00:37:00
9034300652,24.64747,,,2025-12-04 00:38:00
9034300652,24.64747,,,2025-12-04 00:39:00
9034300652,23.83972,,,2025-12-04 00:40:00
9034300652,23.09112,,,2025-12-04 00:41:00
9034300652,23.83972,,,2025-12-04 00:42:00
9034300652,23.83972,,,2025-12-04 00:43:00
9034300652,25.16128,,,2025-12-04 00:44:00
9034300652,24.58832,,,2025-12-04 00:45:00
9034300652,24.58832,,,2025-12-04 00:46:00
9034300652,24.58832,,,2025-12-04 00:47:00
9034300652,24.58832,,,2025-12-04 00:48:00
9034300652,24.58832,,,2025-12-04 00:49:00
9034300652,23.78057,,,2025-12-04 00:50:00
9034300652,24.52917,,,2025-12-04 00:51:00
9034300652,23.78057,,,2025-12-04 00:52:00
9034300652,23.78057,,,2025-12-04 00:53:00
9034300652,23.78057,,,2025-12-04 00:54:00
9034300652,23.72142,,,2025-12-04 00:55:00
9034300652,23.72142,,,2025-12-04 00:56:00
9034300652,24.47002,,,2025-12-04 00:57:00
9034300652,24.41087,,,2025-12-04 00:58:00
9034300652,24.41087,,,2025-12-04 00:59:00
9034300652,22.87876,,,2025-12-04 01:00:00
9034300652,23.52747,,,2025-12-04 01:01:00
9034300652,24.29935,,,2025-12-04 01:02:00
9034300652,23.51002,,,2025-12-04 01:03:00
9034300652,22.82057,,,2025-12-04 01:04:00
9034300652,23.56917,,,2025-12-04 01:05:00
9034300652,23.56917,,,2025-12-04 01:06:00
9034300652,24.41087,,,2025-12-04 01:07:00
9034300652,24.37596,,,2025-12-04 01:08:00
9034300652,23.51002,,,2025-12-04 01:09:00
9034300652,23.51002,,,2025-12-04 01:10:00
9034300652,23.51002,,,2025-12-04 01:11:00
9034300652,23.51002,,,2025-12-04 01:12:00
9034300652,22.76142,,,2025-12-04 01:13:00
9034300652,23.51002,,,2025-12-04 01:14:00
9034300652,22.70227,,,2025-12-04 01:15:00
9034300652,22.70227,,,2025-12-04 01:16:00
9034300652,23.45087,,,2025-12-04 01:17:00
9034300652,23.45087,,,2025-12-04 01:18:00
9034300652,24.19947,,,2025-12-04 01:19:00
9034300652,23.45087,,,2025-12-04 01:20:00
9034300652,22.70227,,,2025-12-04 01:21:00
9034300652,22.70227,,,2025-12-04 01:22:00
9034300652,22.70227,,,2025-12-04 01:23:00
9034300652,23.45087,,,2025-12-04 01:24:00
9034300652,23.45087,,,2025-12-04 01:25:00
9034300652,21.26422,,,2025-12-04 01:26:00
9034300652,21.26422,,,2025-12-04 01:27:00
9034300652,23.51002,,,2025-12-04 01:28:00
9034300652,22.01282,,,2025-12-04 01:29:00
9034300652,22.01282,,,2025-12-04 01:30:00
9034300652,22.01282,,,2025-12-04 01:31:00
9034300652,22.01282,,,2025-12-04 01:32:00
9034300652,22.76142,,,2025-12-04 01:33:00
9034300652,22.76142,,,2025-12-04 01:34:00
9034300652,21.32337,,,2025-12-04 01:35:00
9034300652,23.61572,,,2025-12-04 01:36:00
